name,brand,model,image_url,price,retail_price,colorway,sku,description,release_date,category,style_code,availability,rating,reviews_count,sizes,colors,gender,age_group,discount,is_featured,is_new,is_sale,url,main_color,series,occasion,inventory_count
(PS) PUMA Speed Cat OG 'Black White',PUMA,401699-01,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_46a415c9-2c6f-44aa-b355-bc59103c2b94_x480.jpg?v=1740021604,88,94,"Black, White",401699-01,(PS) PUMA Speed Cat OG 'Black White',20241210,Sneakers,401699-01,in_stock,0,0,"1, 2, 2.5, 11K, 12.5K, 3, 13K, 12K, 10.5K, 11.5K, 13.5K, 1.5","Black, White",KIDS,KIDS,0,False,False,False,https://www.kickscrew.com/products/ps-puma-speed-cat-og-black-white-401699-01,black,Speedcat,lifestyle,1
PUMA Clyde Hardwood Team 'Black White',PUMA,194454-02,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_618057ac-d5f6-411a-b2bb-0eec1d84a3ba_x480.jpg?v=1695609713,67,187,Black,194454-02,PUMA Clyde Hardwood Team 'Black White',20210203,Sneakers,194454-02,in_stock,0,0,"8.5, 7.5, 7, 6, 10.5, 6.5, 11, 9, 9.5, 8, 10, 11.5, 5.5, 13, 12",Black,MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/puma-clyde-hardwood-team-black-white-black-white-194454-02,black,CLYDE,basketball,1
PUMA Deviate Nitro 3 'Grey Red',PUMA,309707-12,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/638677966988030000-square_115a1d68-a0a2-4d40-8f67-93df4a927078_x480.jpg?v=1740045617,113,113,"Grey, Red",309707-12,PUMA Deviate Nitro 3 'Grey Red',20241101,Sneakers,309707-12,in_stock,0,0,"8.5, 9, 8, 9.5, 11.5, 10.5","Grey, Red",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/puma-deviate-nitro-3-grey-red-309707-12,grey,Deviate Nitro,running,1
PUMA x LaFrance MB.04 '1 of 1',PUMA,310697-01,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_02237398-2a00-42b0-b2f5-2c620ee6098f_x480.jpg?v=1725853046,112,139,"Team Light Blue, Cool Mid Grey",310697-01,PUMA x LaFrance MB.04 '1 of 1',20240912,Sneakers,310697-01,in_stock,0,0,"9.5, 10.5, 12, 10, 9, 11, 11.5","Team Light Blue, Cool Mid Grey",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/puma-x-lafrance-mb-04-1-of-1-310697-01,blue,MB,basketball,1
PUMA MB.04 'Hugo The Hornet',PUMA,310836-01,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_4575b0cb-2967-4771-9647-648d100f746f_x480.jpg?v=1740021776,79,110,"Deep Orchid, Poison Pink",310836-01,PUMA MB.04 'Hugo The Hornet',20241115,Sneakers,310836-01,in_stock,0,0,"10, 10.5, 9, 9.5, 11, 12, 8.5, 11.5","Deep Orchid, Poison Pink",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/puma-mb-04-hugo-the-hornet-310836-01,purple,MB,basketball,1
Reebok Nano X3 Adventure 'Black Pewter',Reebok,100033319,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_f33daac1-c582-4c4b-b4da-ec45d2e2808f_x480.png?v=1698142139,70,129,"Core Black, Pure Grey, Pewter",100033319,Reebok Nano X3 Adventure 'Black Pewter',20230924,Sneakers,100033319,in_stock,0,0,"9.5, 9, 6, 6.5, 10, 11.5, 12, 11, 7, 7.5","Core Black, Pure Grey, Pewter",UNISEX,UNISEX,0,False,False,False,https://www.kickscrew.com/products/reebok-nano-x3-adventure-black-pewter-100033319,black,Nano,training,1
Reebok Classic Leather Vintage 'Beige Navy',Reebok,100033724,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_1feb847f-c5d7-40f9-b89d-f225aa7aa74c_x480.png?v=1701938433,56,98,"Beige, Navy",100033724,Reebok Classic Leather Vintage 'Beige Navy',20231207,Sneakers,100033724,in_stock,0,0,"5.5, 9.5, 10","Beige, Navy",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-classic-leather-vintage-beige-navy-100033724,beige,Classic Leather,lifestyle,1
(WMNS) Reebok Workout Lo Plus 'Chalk Plus White',Reebok,DV7360,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_d0dd4155-034a-49e4-9683-1c0b6eff88df_x480.jpg?v=1708325306,57,72,"Chalk, Plus White",DV7360,(WMNS) Reebok Workout Lo Plus 'Chalk Plus White',20190831,Sneakers,DV7360,in_stock,0,0,"7, 6.5, 5, 5.5, 6, 7.5, 8","Chalk, Plus White",WOMENS,WOMENS,0,False,False,False,https://www.kickscrew.com/products/wmns-reebok-workout-lo-plus-chalk-plus-white-dv7360,white,,lifestyle,1
Reebok Club C 85 Vintage 'Black',Reebok,100034267,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_e49d19c8-010f-4d74-af0c-d24648e7a49e_x480.jpg?v=1708090861,158,322,black,100034267,Reebok Club C 85 Vintage 'Black',20230918,Sneakers,100034267,in_stock,0,0,"8, 9.5, 6",black,MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-club-c-85-vintage-black-100034267,black,Club C,lifestyle,1
Reebok Club C Revenge 'White Vector Navy',Reebok,100069799,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/7_69522e0b-ebae-46f3-b46d-869f95039ea3_x480.png?v=1706010217,58,82,"White ,  Vector Navy ,  Pure Grey ",100069799,Reebok Club C Revenge 'White Vector Navy',20230802,Sneakers,100069799,in_stock,0,0,"9.5, 10, 9, 11","White ,  Vector Navy ,  Pure Grey ",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-club-c-revenge-white-vector-navy-100069799,white,Club C,lifestyle,1
Reebok Premier Road Plus 6 'Tree Dark Green',Reebok,100074090,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_4e60da6c-6bad-40ee-a2a1-f22f8dbe065e_x480.jpg?v=1708067605,87,147,"Tree Green, Dark Green, Chalk",100074090,Reebok Premier Road Plus 6 'Tree Dark Green',20231222,Sneakers,100074090,in_stock,0,0,"10, 9, 7, 9.5, 11, 8, 10.5, 7.5, 8.5, 6.5, 11.5","Tree Green, Dark Green, Chalk",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-premier-road-plus-6-tree-dark-green-100074090,green,,running,1
Reebok Club C 85 'Beige',Reebok,100074168,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_579c1ef0-04fc-4ab0-a3c9-e3c8938899bd_x480.jpg?v=1717046772,54,93,Beige,100074168,Reebok Club C 85 'Beige',20240221,Sneakers,100074168,in_stock,0,0,"6.5, 6, 7, 5.5, 9.5, 10.5, 10, 9, 11, 5, 7.5, 8",Beige,MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-club-c-85-100074168,beige,Club C,lifestyle,1
Reebok Club C 85 Vintage 'Chalk Alabaster',Reebok,GX3683,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_a195306e-3428-48ea-be0c-dab2e9b858ed_x480.jpg?v=1694489900,63,69,"Cream, Blue",GX3683,Reebok Club C 85 Vintage 'Chalk Alabaster',20220206,Sneakers,GX3683,in_stock,0,0,"9.5, 10, 9, 7.5, 11, 6.5, 4.5, 6, 5.5, 7, 11.5, 8, 4, 10.5, 5, 12, 8.5","Cream, Blue",UNISEX,UNISEX,0,False,False,False,https://www.kickscrew.com/products/reebok-club-c-1985-tv-gx3683,WHITE,Club C,lifestyle,1
Reebok Question Low x Panini Rookie Signature Prizm',Reebok,HQ1099,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_bc0fe410-fd8e-4b6a-9021-4b26c0766e1a_x480.jpg?v=1698227334,78,181,"Classic Cobalt, Collegiate Navy, Footwear White",HQ1099,Reebok Question Low x Panini Rookie Signature Prizm',20230924,Sneakers,HQ1099,in_stock,0,0,"8, 9, 7.5, 8.5, 10.5, 11, 7, 10, 5.5, 5, 6, 6.5, 9.5","Classic Cobalt, Collegiate Navy, Footwear White",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-question-low-x-panini-rookie-signature-prizm-hq1099,blue,Question,basketball,1
Reebok Classic Leather 'Grey 2 Black',Reebok,100032803,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_c11e1413-fe6d-4d42-a6c7-d0815718f2fb_x480.jpg?v=1708094870,47,133,"Cold Grey 2 ,  Cold Grey 7 ,  Core Black",100032803,Reebok Classic Leather 'Grey 2 Black',20230801,Sneakers,100032803,in_stock,0,0,"5, 5.5, 10, 9.5","Cold Grey 2 ,  Cold Grey 7 ,  Core Black",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-classic-leather-grey-2-black-100032803,grey,Classic Leather,lifestyle,1
Reebok Classic Leather Winterized Wrn 'Dark Grey Black',Reebok,100032804,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_c057c387-dcd9-4314-990d-f8f6b1acba03_x480.jpg?v=1708094873,49,49,"DARK GREY, BLACK",100032804,Reebok Classic Leather Winterized Wrn 'Dark Grey Black',20230801,Sneakers,100032804,in_stock,0,0,"5.5, 5","DARK GREY, BLACK",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-classic-leather-winterized-wrn-dark-grey-black-100032804,black,Classic Leather,lifestyle,1
Reebok Club C 85 'Vintage Chalk White Core Black',Reebok,100033000,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/Capture-2024-03-15-174426-square_x480.png?v=1710495896,91,111,"Vintage Chalk White, Core Black",100033000,Reebok Club C 85 'Vintage Chalk White Core Black',20230910,Sneakers,100033000,in_stock,0,0,"8, 8.5, 12, 11.5, 13, 5","Vintage Chalk White, Core Black",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-club-c-85-vintage-chalk-white-core-black-100033000,beige,Club C,lifestyle,1
Reebok Classic Leather Hexalite 'Ash',Reebok,100074409,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/25268DD236-SP-16220200-square_b1b6d457-5430-4af3-816f-2b3cae851c7f_x480.jpg?v=1716373143,58,79,"Ash, Moonstone, Chalk",100074409,Reebok Classic Leather Hexalite 'Ash',20230714,Sneakers,100074409,in_stock,0,0,"13, 9, 8.5, 10.5, 7.5, 9.5, 8, 7, 10, 4.5, 6, 11.5, 6.5, 11, 5.5, 5, 12","Ash, Moonstone, Chalk",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-classic-leather-hexalite-ash-100074409,grey,Classic Leather,lifestyle,1
Reebok LX2200 'Pure Grey White',Reebok,100074416,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_a6430dda-4728-462f-b19e-278190273a1b_x480.jpg?v=1715848653,59,61,"Grey, White",100074416,Reebok LX2200 'Pure Grey White',20240210,Sneakers,100074416,in_stock,0,0,"8.5, 9.5, 10.5, 10, 11, 6.5, 12, 9, 8, 5, 6, 5.5, 7, 7.5, 4.5, 11.5","Grey, White",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-lx2200-100074416,grey,,lifestyle,1
Reebok Nano X3 x Rich Froning 'White Black Gum',Reebok,100074782,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_c3716acf-db31-4b6f-a531-3c82b92638f2_x480.jpg?v=1715850667,138,216,"White, Black, Gum",100074782,Reebok Nano X3 x Rich Froning 'White Black Gum',20240226,Sneakers,100074782,in_stock,0,0,"9, 5.5, 8, 7.5, 6, 8.5, 10, 9.5, 7, 5","White, Black, Gum",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-nano-x3-froning-100074782,black,Nano,training,1
Reebok Zig Kinetica 2.5 ADV Edge 'Black',Reebok,100074785,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_952e43c2-f3a1-4b11-9deb-61ec60a7be6e_x480.jpg?v=1709403920,118,158,Black,100074785,Reebok Zig Kinetica 2.5 ADV Edge 'Black',20240210,Sneakers,100074785,in_stock,0,0,"9, 7.5, 8, 9.5, 8.5, 10.5, 6.5, 7, 11, 10, 5, 6, 5.5, 4.5, 11.5, 12",Black,MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-zig-kinetica-2-5-adv-edge-black-100074785,black,Zig Kinetica,running,1
Reebok x NASA BB 4000 II 'Tan White',Reebok,100206315,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/ipad_nasa-x-reebok-bb4k2-square_x480.jpg?v=1721814511,133,353,"Tan, White, Beige",100206315,Reebok x NASA BB 4000 II 'Tan White',20240731,Sneakers,100206315,in_stock,0,0,"8.5, 9, 7.5, 9.5, 8, 7, 10","Tan, White, Beige",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-x-nasa-bb-4000-ii-tan-white-100206315,beige,BB4000,lifestyle,1
Reebok x NASA Classic Leather Hexalite 'Grey Red',Reebok,100207043,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/ipad_nasa-x-reebok-classic-leather-hexalite-square_x480.jpg?v=1721826653,94,159,"Grey, Red",100207043,Reebok x NASA Classic Leather Hexalite 'Grey Red',20240731,Sneakers,100207043,in_stock,0,0,"8, 7.5, 8.5, 10, 11.5, 9, 10.5, 11, 7, 6, 6.5","Grey, Red",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-x-nasa-classic-leather-hexalite-grey-red-100207043,grey,Classic Leather,lifestyle,1
Reebok Smash Edge Trainer 'Blue',Reebok,100208241,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_cbfc160f-fa64-49d5-a1d6-af00b04e6ca7_x480.jpg?v=1717047396,62,89,Blue,100208241,Reebok Smash Edge Trainer 'Blue',20240221,Sneakers,100208241,in_stock,0,0,"5, 6, 5.5, 6.5, 4.5, 10, 7, 9, 8, 7.5, 9.5, 10.5, 8.5",Blue,MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-smash-edge-100208241,blue,,lifestyle,1
Reebok x Beams Instapump Fury 94 'White Pure Grey',Reebok,100208642,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/ipad_reebok-instapump-fury-94-ftw-wht-pure-grey-square_588f859f-45b6-4032-898e-1a69d3c91b27_x480.jpg?v=1740048686,89,279,"Footwear White, Pure Grey, Core Black",100208642,Reebok x Beams Instapump Fury 94 'White Pure Grey',20241105,Sneakers,100208642,in_stock,0,0,"10.5, 8, 4, 8.5, 9, 10, 9.5, 11, 7.5, 6, 5, 7, 5.5","Footwear White, Pure Grey, Core Black",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-x-beams-instapump-fury-94-white-pure-grey-100208642,white,Instapump Fury,lifestyle,1
Reebok Engine A 'Silver Black',Reebok,100228150,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/ipad_reebok-engine-a-black-silver-square_x480.jpg?v=1738664589,156,203,"Black, Silver, White",100228150,Reebok Engine A 'Silver Black',20250213,Sneakers,100228150,in_stock,0,0,"7, 9, 9.5, 8.5, 8, 10.5, 10, 7.5, 6.5, 6","Black, Silver, White",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-engine-a-silver-black-100228150,silver,,basketball,1
Reebok Wanna One x Royal Bridge 3 'Light Sand',Reebok,DV8339,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_0a86d779-7853-476b-8ecf-1b2e718f97e6_x480.jpg?v=1695215184,46,79,White,DV8339,Reebok Wanna One x Royal Bridge 3 'Light Sand',20210415,Sneakers,DV8339,in_stock,0,0,"5.5, 4.5, 5, 4, 6, 10, 9",White,UNISEX,UNISEX,0,False,False,False,https://www.kickscrew.com/products/reebok-royal-bridge-3-0-dv8339,CREAM,Royal Bridge,lifestyle,1
Reebok Question Mid 'Respect My Shine',Reebok,EF7599,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_46cd9469-3d7b-4684-a8a1-adf9549fb9c9_x480.jpg?v=1706525687,140,252,Black,EF7599,Reebok Question Mid 'Respect My Shine',20200409,Sneakers,EF7599,in_stock,0,0,"10, 8.5, 8, 5.5, 7.5, 11, 9.5, 11.5, 9",Black,MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-question-mid-respect-my-shine-white-black-gold-metallic-ef7599,black,Question,basketball,1
Reebok Club C 85 Vintage 'Brush Brown',Reebok,FZ6004,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_c53b4ac2-c9fd-41e8-b433-c3c50ad3dd2d_x480.jpg?v=1708314049,75,140,"Brush Brown, Dark Brown, Chalk",FZ6004,Reebok Club C 85 Vintage 'Brush Brown',20230316,Sneakers,FZ6004,in_stock,0,0,"9, 9.5, 10, 6, 5, 10.5, 5.5, 6.5","Brush Brown, Dark Brown, Chalk",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/reebok-club-c-85-vintage-brush-brown-fz6004,brown,Club C,lifestyle,1
Saucony Endorphin Elite 'White Vizired',Saucony,S20768-126,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/7381A7FDDC-SP-16169471-square_63d3e9fe-dddd-44a8-bb13-5a60e07b76b8_x480.jpg?v=1740023404,182,239,"White, Vizired",S20768-126,Saucony Endorphin Elite 'White Vizired',20240301,Sneakers,S20768-126,in_stock,0,0,"7.5, 7, 11.5, 11, 8.5, 12, 10.5, 8, 9, 10, 9.5","White, Vizired",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/saucony-endorphin-elite-white-vizired-s20768-126,white,Endorphin,running,1
Saucony Kinvara 15 'Triple Black',Saucony,S20967-201,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/C3_83_C2_A6_C3_82_C2_88_C3_82_C2_AA_C3_83_C2_A5_C3_82_C2_9C_C3_82_C2_96_202024-12-26_20_C3_83_C2_A4_C3_82_C2_B8_C3_82_C2_8A_C3_83_C2_A5_C3_82_C2_8D_C3_82_C2_8810_22_42-square_656cb9d4-655f-490b-b625-ebf00ad22ab5_x480.png?v=1740022099,89,148,Triple Black,S20967-201,Saucony Kinvara 15 'Triple Black',20240728,Sneakers,S20967-201,in_stock,0,0,"11, 8, 7.5, 9, 8.5, 7, 10.5, 10, 9.5, 11.5, 12, 12.5",Triple Black,MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/saucony-kinvara-15-triple-black-s20967-201,black,Kinvara,running,1
Saucony Endorphin Pro 4 'White Black',Saucony,S20939-129,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/BF05036282-SP-16169536-square_a9b0dd29-ce1c-4b4a-b6c6-a0fcbd3654e9_x480.jpg?v=1740042839,188,222,"White, Black",S20939-129,Saucony Endorphin Pro 4 'White Black',20240301,Sneakers,S20939-129,in_stock,0,0,"7, 7.5, 9.5, 10, 12, 8, 11.5, 8.5, 9, 10.5, 11","White, Black",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/saucony-endorphin-pro-4-white-black-s20939-129,white,Endorphin,running,1
Saucony Endorphin Pro 4 'Citron',Saucony,S20939-223,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/product-Photoroom-square_ab637245-17a0-46c0-a340-12154b8679a1_x480.jpg?v=1740046829,204,273,"Citron, Silver",S20939-223,Saucony Endorphin Pro 4 'Citron',20240606,Sneakers,S20939-223,in_stock,0,0,"10.5, 7.5, 8.5, 10, 7, 9, 9.5, 12, 8, 11","Citron, Silver",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/saucony-endorphin-pro-4-citron-s20939-223,yellow,Endorphin,running,1
Saucony Triumph 22 'Triple Black',Saucony,S20964-201,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/C3_83_C2_A6_C3_82_C2_88_C3_82_C2_AA_C3_83_C2_A5_C3_82_C2_9C_C3_82_C2_96_202024-12-26_20_C3_83_C2_A4_C3_82_C2_B8_C3_82_C2_8A_C3_83_C2_A5_C3_82_C2_8D_C3_82_C2_8810_13_50-square_9942dd32-f5c7-40a8-8cc0-e1b4cce5e846_x480.png?v=1740046075,134,162,Triple Black,S20964-201,Saucony Triumph 22 'Triple Black',20240528,Sneakers,S20964-201,in_stock,0,0,"9, 11, 8.5, 10.5, 10, 7.5, 9.5, 8, 7, 11.5, 12, 12.5",Triple Black,MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/saucony-triumph-22-triple-black-s20964-201,black,Triumph,running,1
Saucony Kinvara 15 'Citron Navy',Saucony,S20967-220,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/C3_83_C2_A6_C3_82_C2_88_C3_82_C2_AA_C3_83_C2_A5_C3_82_C2_9C_C3_82_C2_96_202024-12-26_20_C3_83_C2_A4_C3_82_C2_B8_C3_82_C2_8A_C3_83_C2_A5_C3_82_C2_8D_C3_82_C2_8811_09_07-square_x480.png?v=1740047050,91,120,"Citron, Navy",S20967-220,Saucony Kinvara 15 'Citron Navy',20240728,Sneakers,S20967-220,in_stock,0,0,"8.5, 10.5, 11, 9, 7, 7.5, 8, 10, 9.5, 11.5, 12","Citron, Navy",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/saucony-kinvara-15-citron-navy-s20967-220,green,Kinvara,running,1
Saucony Endorphin Elite 'Viziblue Citron',Saucony,S20768-221,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/C3_83_C2_A6_C3_82_C2_88_C3_82_C2_AA_C3_83_C2_A5_C3_82_C2_9C_C3_82_C2_96_202024-12-26_20_C3_83_C2_A4_C3_82_C2_B8_C3_82_C2_AD_C3_83_C2_A5_C3_82_C2_8D_C3_82_C2_8812_08_39-square_d75f088b-f72a-444f-abb9-e17993584519_x480.png?v=1740042380,185,279,"Viziblue, Citron",S20768-221,Saucony Endorphin Elite 'Viziblue Citron',20240701,Sneakers,S20768-221,in_stock,0,0,"9.5, 10, 10.5, 11, 9, 7, 8, 7.5, 8.5, 11.5, 12","Viziblue, Citron",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/saucony-endorphin-elite-viziblue-citron-s20768-221,teal,Endorphin,running,1
Saucony Endorphin Speed 4 'Citron Navy',Saucony,S20940-221,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/C3_83_C2_A6_C3_82_C2_88_C3_82_C2_AA_C3_83_C2_A5_C3_82_C2_9C_C3_82_C2_96_202024-12-26_20_C3_83_C2_A4_C3_82_C2_B8_C3_82_C2_AD_C3_83_C2_A5_C3_82_C2_8D_C3_82_C2_8812_05_17-square_8114b884-8dff-4469-a316-466f5f5936f3_x480.png?v=1740042842,113,160,"Citron, Navy",S20940-221,Saucony Endorphin Speed 4 'Citron Navy',20240701,Sneakers,S20940-221,in_stock,0,0,"10.5, 11, 8.5, 10, 9, 7.5, 8, 9.5, 7, 11.5, 12","Citron, Navy",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/saucony-endorphin-speed-4-citron-navy-s20940-221,green,Endorphin Speed,running,1
Saucony Endorphin Pro 4 'Black Vizired',Saucony,S20939-127,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/S20939-127_1_1080x-square_59dd4daf-bac6-4a2f-b7c8-89e78dff83ff.jpg?v=1740048553,190,209,"Black, Vizired",S20939-127,Saucony Endorphin Pro 4 'Black Vizired',20240301,Sneakers,S20939-127,in_stock,0,0,"8, 9.5, 7.5, 9, 8.5, 7","Black, Vizired",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/saucony-endorphin-pro-4-black-vizired-s20939-127,black,Endorphin,running,1
Saucony Endorphin Pro 4 'Galaxy',Saucony,S20939-68,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_3f407bf1-a325-4ae2-ab36-9d3d6d4f4045_x480.jpg?v=1752831343,132,183,"White, Shadow",S20939-68,Saucony Endorphin Pro 4 'Galaxy',20250718,Sneakers,S20939-68,in_stock,0,0,"10.5, 7, 11, 9.5, 8.5, 10, 9, 7.5, 8, 11.5, 12","White, Shadow",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/wmns-saucony-endorphin-pro-4-galaxy-s20939-68,multi-color,Endorphin,running,1
Saucony Endorphin Pro 4 'White Mutant',Saucony,S20939-97,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/S20939-97_2-Photoroom-square_x480.jpg?v=1752137984,149,293,"White, Mutant",S20939-97,Saucony Endorphin Pro 4 'White Mutant',20250710,Sneakers,S20939-97,in_stock,0,0,"9, 8, 8.5, 11, 10, 10.5, 11.5, 7, 7.5, 9.5","White, Mutant",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/saucony-endorphin-pro-4-white-mutant-s20939-97,white,Endorphin,running,1
Saucony Endorphin Speed 4 'White ViZiOrange',Saucony,S20940-129,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/C3_83_C2_A6_C3_82_C2_88_C3_82_C2_AA_C3_83_C2_A5_C3_82_C2_9C_C3_82_C2_96_202024-12-26_20_C3_83_C2_A4_C3_82_C2_B8_C3_82_C2_8A_C3_83_C2_A5_C3_82_C2_8D_C3_82_C2_8810_48_27-square_x480.png?v=1740048272,130,176,"White, Viziorange",S20940-129,Saucony Endorphin Speed 4 'White ViZiOrange',20240301,Sneakers,S20940-129,in_stock,0,0,"11, 8.5, 7.5, 7, 9, 10.5, 9.5, 8, 10, 11.5, 12","White, Viziorange",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/saucony-endorphin-speed-4-white-viziorange-s20940-129,white,Endorphin Speed,running,1
Saucony Grid Ride Millennium 'Black',Saucony,S70812-3,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/S70812-3_1-Photoroom-square_x480.jpg?v=1738747927,85,129,Black,S70812-3,Saucony Grid Ride Millennium 'Black',20240215,Sneakers,S70812-3,in_stock,0,0,"6.5, 7, 4.5, 10.5, 13, 9, 10, 11, 12, 11.5, 8, 8.5, 9.5, 7.5",Black,MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/saucony-grid-ride-millennium-black-s70812-3,black,,running,1
Saucony Shadow 6000 'Cappuccino',Saucony,S70775-1,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/s70775-1_1-Photoroom-square_x480.jpg?v=1735179018,96,153,"White, Brown",S70775-1,Saucony Shadow 6000 'Cappuccino',20231129,Sneakers,S70775-1,in_stock,0,0,"7.5, 9, 9.5, 8, 5.5, 8.5, 7, 4.5, 4, 5, 10, 10.5, 6, 6.5","White, Brown",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/saucony-shadow-6000-cappuccino-s70775-1,beige,Shadow 6000,lifestyle,1
Saucony Endorphin Pro 4 'White Silver',Saucony,S20939-201,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/89debe8f-fcea-49cd-841e-079462380e64-square_d3de8da5-9b6d-4b1f-b621-876086406d82_x480.jpg?v=1740022050,156,222,"White, Silver",S20939-201,Saucony Endorphin Pro 4 'White Silver',20240530,Sneakers,S20939-201,in_stock,0,0,"7.5, 10, 8, 7, 11, 9, 8.5, 9.5, 10.5, 12, 11.5","White, Silver",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/saucony-endorphin-pro-4-white-silver-s20939-201,white,Endorphin,running,1
